RegionName,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023
11421,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11422,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11423,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11426,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11427,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11428,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11429,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11430,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11433,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11434,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11436,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11691,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11692,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11693,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11694,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11695,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
11697,"1,749.80","1,764.40","1,786.70","1,798.20","1,809.70","1,826.80","1,850.60","1,861.10","1,859.00","1,859.50","1,859.40","1,878.90","1,888.70","1,898.60","1,892.60","1,897.40","1,899.00","1,901.60","1,918.50","1,938.40","1,935.50","1,927.30","1,915.90","1,924.20","1,937.00","1,944.30","1,950.00","1,945.80","1,956.90","1,968.80","1,972.00","1,979.00","1,972.30","1,974.60","1,956.30","1,969.40","1,980.30","1,997.90","1,990.70","1,992.70","2,000.90","2,021.10","2,030.10","2,042.60","2,036.80","2,037.60","2,033.80","2,029.10","2,025.40","2,019.60","2,039.30","2,059.80","2,081.10","2,080.40","2,076.10","2,073.70","2,081.00","2,080.50","2,081.70","2,086.70","2,091.10","2,095.10","2,037.60","2,039.50","2,053.00","2,043.60","1,988.90","1,981.20","1,980.90","1,984.30","1,963.60","1,963.60","1,968.50","1,963.50","1,963.40","1,971.70","1,986.80","2,005.40","2,023.40","2,011.30","2,022.60","2,059.80","2,050.20","2,050.00","2,068.20","2,091.30","2,147.20","2,217.10","2,248.80","2,273.30","2,270.60","2,283.80","2,280.70","2,287.40","2,296.80","2,324.80"
