,zillow_zip,zillow_month_day,zillow_sales_value_index,zillow_month
15673,11207,2017-05-31,378848.6506255202,2017-05
15851,11207,2017-06-30,379846.45109966595,2017-06
16029,11207,2017-07-31,380426.1107694045,2017-07
16207,11207,2017-08-31,381591.87687179045,2017-08
16385,11207,2017-09-30,383351.69140223094,2017-09
16563,11207,2017-10-31,385587.2710795196,2017-10
16741,11207,2017-11-30,386790.95199269935,2017-11
16919,11207,2017-12-31,387749.23544713453,2017-12
17097,11207,2018-01-31,389650.587198344,2018-01
17275,11207,2018-02-28,392675.2855709989,2018-02
17453,11207,2018-03-31,396002.2689514542,2018-03
17631,11207,2018-04-30,397661.1313082199,2018-04
17809,11207,2018-05-31,399021.4591311768,2018-05
17987,11207,2018-06-30,399093.97482149955,2018-06
18165,11207,2018-07-31,400712.54974492185,2018-07
18343,11207,2018-08-31,402786.65876738896,2018-08
18521,11207,2018-09-30,406030.56365181366,2018-09
18699,11207,2018-10-31,408729.0631661653,2018-10
18877,11207,2018-11-30,411405.8775645476,2018-11
19055,11207,2018-12-31,414121.0902535081,2018-12
19233,11207,2019-01-31,419874.515835326,2019-01
19411,11207,2019-02-28,428071.2576564321,2019-02
19589,11207,2019-03-31,437348.7052396356,2019-03
19767,11207,2019-04-30,444921.2757946293,2019-04
19945,11207,2019-05-31,449979.5246733936,2019-05
20123,11207,2019-06-30,455267.4301933075,2019-06
20301,11207,2019-07-31,460078.22507435526,2019-07
20479,11207,2019-08-31,465230.9120978171,2019-08
20657,11207,2019-09-30,469011.10493569897,2019-09
20835,11207,2019-10-31,473146.3706074492,2019-10
21013,11207,2019-11-30,478340.4179397558,2019-11
21191,11207,2019-12-31,483207.2709588083,2019-12
21369,11207,2020-01-31,486305.6625487215,2020-01
21547,11207,2020-02-29,486940.5106413482,2020-02
21725,11207,2020-03-31,488239.68782413023,2020-03
21903,11207,2020-04-30,490216.4754521935,2020-04
22081,11207,2020-05-31,493773.3421970371,2020-05
22259,11207,2020-06-30,495423.7402654218,2020-06
22437,11207,2020-07-31,494292.4678235401,2020-07
22615,11207,2020-08-31,490855.93649609224,2020-08
22793,11207,2020-09-30,488350.62085446256,2020-09
22971,11207,2020-10-31,487834.37732996,2020-10
23149,11207,2020-11-30,488675.18555208686,2020-11
23327,11207,2020-12-31,490615.8516408777,2020-12
23505,11207,2021-01-31,492697.7137291613,2021-01
23683,11207,2021-02-28,495493.2443375702,2021-02
23861,11207,2021-03-31,498705.3753551031,2021-03
24039,11207,2021-04-30,502550.9679763287,2021-04
24217,11207,2021-05-31,506063.84277940367,2021-05
24395,11207,2021-06-30,507530.4263351793,2021-06
24573,11207,2021-07-31,509583.57770784927,2021-07
24751,11207,2021-08-31,511742.9999050018,2021-08
24929,11207,2021-09-30,514828.2902221064,2021-09
25107,11207,2021-10-31,518275.4970056107,2021-10
25285,11207,2021-11-30,522400.6809726454,2021-11
25463,11207,2021-12-31,526283.3374784072,2021-12
25641,11207,2022-01-31,529271.8127780618,2022-01
25819,11207,2022-02-28,531607.8269268185,2022-02
25997,11207,2022-03-31,533181.0757964379,2022-03
26175,11207,2022-04-30,534708.8142071507,2022-04
26353,11207,2022-05-31,536737.2345613367,2022-05
26531,11207,2022-06-30,540078.1427465035,2022-06
26709,11207,2022-07-31,542535.6015103807,2022-07
26887,11207,2022-08-31,544167.4496276347,2022-08
27065,11207,2022-09-30,543869.5647815603,2022-09
27243,11207,2022-10-31,543636.0047170133,2022-10
27421,11207,2022-11-30,542689.5974393912,2022-11
27599,11207,2022-12-31,540631.2425535065,2022-12
27777,11207,2023-01-31,540595.7887221059,2023-01
3,11208,2010-01-31,315368.98481998517,2010-01
181,11208,2010-02-28,317166.4172538545,2010-02
359,11208,2010-03-31,315091.4904422648,2010-03
537,11208,2010-04-30,311881.43254613236,2010-04
715,11208,2010-05-31,307758.5020084653,2010-05
893,11208,2010-06-30,307829.00831742404,2010-06
1071,11208,2010-07-31,308159.22731509554,2010-07
1249,11208,2010-08-31,306894.10716621036,2010-08
1427,11208,2010-09-30,304801.8024211061,2010-09
1605,11208,2010-10-31,303343.30123957986,2010-10
1783,11208,2010-11-30,300862.70288049144,2010-11
1961,11208,2010-12-31,297636.84485021274,2010-12
2139,11208,2011-01-31,294386.03560950287,2011-01
2317,11208,2011-02-28,292877.0990730381,2011-02
2495,11208,2011-03-31,292781.8235324161,2011-03
2673,11208,2011-04-30,293250.31087590853,2011-04
2851,11208,2011-05-31,294036.7932394207,2011-05
3029,11208,2011-06-30,295021.9258328599,2011-06
3207,11208,2011-07-31,293951.6571286744,2011-07
3385,11208,2011-08-31,293107.85301693523,2011-08
3563,11208,2011-09-30,290843.80672308145,2011-09
3741,11208,2011-10-31,289909.48015387816,2011-10
3919,11208,2011-11-30,288283.94896478165,2011-11
4097,11208,2011-12-31,287187.21680016076,2011-12
4275,11208,2012-01-31,285493.3557895055,2012-01
4453,11208,2012-02-29,283900.9275209098,2012-02
4631,11208,2012-03-31,283092.15901736054,2012-03
4809,11208,2012-04-30,284620.0129555001,2012-04
4987,11208,2012-05-31,287032.5505679217,2012-05
5165,11208,2012-06-30,288195.35824495857,2012-06
5343,11208,2012-07-31,288445.4098399786,2012-07
5521,11208,2012-08-31,287866.5887323611,2012-08
5699,11208,2012-09-30,289662.70214521914,2012-09
5877,11208,2012-10-31,290233.5246055866,2012-10
6055,11208,2012-11-30,289793.1077382601,2012-11
6233,11208,2012-12-31,288387.3685398789,2012-12
6411,11208,2013-01-31,287936.25046038674,2013-01
6589,11208,2013-02-28,288794.1935176677,2013-02
6767,11208,2013-03-31,289182.5703039819,2013-03
6945,11208,2013-04-30,290376.3372973184,2013-04
7123,11208,2013-05-31,292874.56373353896,2013-05
7301,11208,2013-06-30,295587.2282146423,2013-06
7479,11208,2013-07-31,297748.52035653376,2013-07
7657,11208,2013-08-31,298433.9220510928,2013-08
7835,11208,2013-09-30,301342.96338904137,2013-09
8013,11208,2013-10-31,304340.98718233674,2013-10
8191,11208,2013-11-30,308433.86031953077,2013-11
8369,11208,2013-12-31,311811.5968435086,2013-12
8547,11208,2014-01-31,314968.90597043565,2014-01
8725,11208,2014-02-28,318307.0433595189,2014-02
8903,11208,2014-03-31,320931.56448848377,2014-03
9081,11208,2014-04-30,324081.7096664942,2014-04
9259,11208,2014-05-31,327670.1982550328,2014-05
9437,11208,2014-06-30,330015.43784598826,2014-06
9615,11208,2014-07-31,331346.7910721575,2014-07
9793,11208,2014-08-31,331146.1968378497,2014-08
9971,11208,2014-09-30,333416.9365729091,2014-09
10149,11208,2014-10-31,335465.95808162173,2014-10
10327,11208,2014-11-30,338673.8960588965,2014-11
10505,11208,2014-12-31,341617.36849202396,2014-12
10683,11208,2015-01-31,344367.34470615216,2015-01
10861,11208,2015-02-28,347584.6540241246,2015-02
11039,11208,2015-03-31,350510.8915999801,2015-03
11217,11208,2015-04-30,356021.956684055,2015-04
11395,11208,2015-05-31,361752.6632688556,2015-05
11573,11208,2015-06-30,365753.6664316794,2015-06
11751,11208,2015-07-31,369427.83677323454,2015-07
11929,11208,2015-08-31,372809.34418285044,2015-08
12107,11208,2015-09-30,378418.3830122036,2015-09
12285,11208,2015-10-31,382877.86129313643,2015-10
12463,11208,2015-11-30,386514.7348500633,2015-11
12641,11208,2015-12-31,390373.0969989958,2015-12
12819,11208,2016-01-31,393461.5625397325,2016-01
12997,11208,2016-02-29,396321.84017555893,2016-02
13175,11208,2016-03-31,397051.0179001185,2016-03
13353,11208,2016-04-30,398195.60328862467,2016-04
13531,11208,2016-05-31,399559.58976397634,2016-05
13709,11208,2016-06-30,401129.99397378904,2016-06
13887,11208,2016-07-31,403510.61214955075,2016-07
14065,11208,2016-08-31,405636.4984510329,2016-08
14243,11208,2016-09-30,408013.63586499507,2016-09
14421,11208,2016-10-31,410586.5587995667,2016-10
14599,11208,2016-11-30,415041.6164868305,2016-11
14777,11208,2016-12-31,421148.0130916468,2016-12
14955,11208,2017-01-31,426682.63071664865,2017-01
15133,11208,2017-02-28,430431.3276350685,2017-02
15311,11208,2017-03-31,433352.13212017814,2017-03
15489,11208,2017-04-30,436287.35885627393,2017-04
15667,11208,2017-05-31,439363.64992900117,2017-05
15845,11208,2017-06-30,440978.1333329302,2017-06
16023,11208,2017-07-31,442356.00168013695,2017-07
16201,11208,2017-08-31,444383.8325491404,2017-08
16379,11208,2017-09-30,447717.92502888665,2017-09
16557,11208,2017-10-31,450795.4228072515,2017-10
16735,11208,2017-11-30,452156.8388346618,2017-11
16913,11208,2017-12-31,453909.2323353503,2017-12
17091,11208,2018-01-31,456420.8748494366,2018-01
17269,11208,2018-02-28,460038.46112269757,2018-02
17447,11208,2018-03-31,463813.757703225,2018-03
17625,11208,2018-04-30,467097.61612743407,2018-04
17803,11208,2018-05-31,470862.4289848546,2018-05
